num,v,value,solution_path
15,5,100.78477692032068,"Any[(1, 10), (1, 15), (2, 9), (2, 13), (3, 9), (3, 10), (4, 5), (4, 7), (5, 7), (6, 11), (6, 13), (8, 12), (8, 15), (11, 14), (12, 14)]"
15,6,119.58743785336283,"Any[(1, 6), (1, 10), (2, 11), (2, 15), (3, 7), (3, 9), (4, 5), (4, 8), (5, 13), (6, 9), (7, 11), (8, 14), (10, 12), (12, 15), (13, 14)]"
15,7,87.86769424748258,"Any[(1, 8), (1, 12), (2, 5), (2, 7), (3, 5), (3, 9), (4, 9), (4, 11), (6, 10), (6, 15), (7, 13), (8, 14), (10, 15), (11, 12), (13, 14)]"
15,8,115.96796286959369,"Any[(1, 2), (1, 12), (2, 4), (3, 6), (3, 14), (4, 7), (5, 8), (5, 9), (6, 14), (7, 10), (8, 13), (9, 13), (10, 15), (11, 12), (11, 15)]"
15,9,101.83888007920399,"Any[(1, 7), (1, 9), (2, 8), (2, 10), (3, 4), (3, 7), (4, 11), (5, 8), (5, 15), (6, 12), (6, 13), (9, 10), (11, 14), (12, 13), (14, 15)]"
15,10,114.0121613482581,"Any[(1, 5), (1, 11), (2, 10), (2, 14), (3, 12), (3, 14), (4, 8), (4, 9), (5, 11), (6, 8), (6, 13), (7, 12), (7, 13), (9, 15), (10, 15)]"
20,1,174.33292140512413,"Any[(1, 7), (1, 20), (2, 4), (2, 12), (3, 8), (3, 14), (4, 20), (5, 13), (5, 19), (6, 11), (6, 13), (7, 18), (8, 17), (9, 10), (9, 15), (10, 15), (11, 19), (12, 14), (16, 17), (16, 18)]"
20,2,136.90724638330397,"Any[(1, 5), (1, 12), (2, 6), (2, 9), (3, 5), (3, 13), (4, 6), (4, 14), (7, 10), (7, 17), (8, 15), (8, 16), (9, 19), (10, 20), (11, 17), (11, 20), (12, 14), (13, 18), (15, 16), (18, 19)]"
20,3,155.70262370439679,"Any[(1, 9), (1, 19), (2, 6), (2, 12), (3, 10), (3, 15), (4, 9), (4, 14), (5, 13), (5, 17), (6, 15), (7, 13), (7, 17), (8, 11), (8, 20), (10, 16), (11, 20), (12, 16), (14, 18), (18, 19)]"
20,4,140.82739886609144,"Any[(1, 5), (1, 15), (2, 9), (2, 11), (3, 7), (3, 12), (4, 8), (4, 13), (5, 15), (6, 16), (6, 18), (7, 12), (8, 13), (9, 17), (10, 14), (10, 19), (11, 17), (14, 19), (16, 20), (18, 20)]"
20,5,142.1912652343136,"Any[(1, 5), (1, 6), (2, 16), (2, 19), (3, 12), (3, 13), (4, 8), (4, 15), (5, 9), (6, 9), (7, 18), (7, 20), (8, 15), (10, 12), (10, 13), (11, 14), (11, 17), (14, 17), (16, 19), (18, 20)]"
20,6,150.39074019430248,"Any[(1, 12), (1, 20), (2, 13), (2, 17), (3, 7), (3, 16), (4, 14), (4, 18), (5, 10), (5, 19), (6, 7), (6, 12), (8, 9), (8, 11), (9, 11), (10, 14), (13, 20), (15, 18), (15, 19), (16, 17)]"
20,7,142.31587883505279,"Any[(1, 9), (1, 18), (2, 8), (2, 11), (3, 7), (3, 10), (4, 5), (4, 16), (5, 13), (6, 15), (6, 17), (7, 20), (8, 11), (9, 14), (10, 20), (12, 18), (12, 19), (13, 16), (14, 19), (15, 17)]"
20,8,165.48929485704915,"Any[(1, 2), (1, 17), (2, 16), (3, 15), (3, 19), (4, 8), (4, 13), (5, 15), (5, 18), (6, 11), (6, 12), (7, 9), (7, 20), (8, 14), (9, 20), (10, 14), (10, 17), (11, 13), (12, 19), (16, 18)]"
20,9,171.8529192512374,"Any[(1, 9), (1, 20), (2, 13), (2, 18), (3, 4), (3, 7), (4, 19), (5, 6), (5, 11), (6, 12), (7, 13), (8, 10), (8, 16), (9, 11), (10, 17), (12, 17), (14, 15), (14, 18), (15, 20), (16, 19)]"
20,10,141.61678875591844,"Any[(1, 8), (1, 13), (2, 4), (2, 13), (3, 11), (3, 15), (4, 7), (5, 16), (5, 18), (6, 14), (6, 18), (7, 19), (8, 9), (9, 10), (10, 12), (11, 20), (12, 15), (14, 16), (17, 19), (17, 20)]"
25,1,172.58782448510593,"Any[(1, 3), (1, 15), (2, 4), (2, 19), (3, 25), (4, 19), (5, 6), (5, 10), (6, 10), (7, 12), (7, 14), (8, 11), (8, 18), (9, 22), (9, 23), (11, 18), (12, 14), (13, 21), (13, 25), (15, 20), (16, 20), (16, 24), (17, 21), (17, 24), (22, 23)]"
25,2,205.72002197215184,"Any[(1, 18), (1, 21), (2, 8), (2, 13), (3, 4), (3, 22), (4, 12), (5, 14), (5, 25), (6, 7), (6, 16), (7, 23), (8, 24), (9, 12), (9, 25), (10, 14), (10, 23), (11, 19), (11, 20), (13, 24), (15, 17), (15, 20), (16, 17), (18, 19), (21, 22)]"
25,3,184.197119761078,"Any[(1, 3), (1, 6), (2, 15), (2, 17), (3, 13), (4, 9), (4, 20), (5, 7), (5, 11), (6, 7), (8, 16), (8, 24), (9, 10), (10, 20), (11, 18), (12, 21), (12, 23), (13, 15), (14, 19), (14, 22), (16, 25), (17, 18), (19, 22), (21, 23), (24, 25)]"
25,4,213.97629503515455,"Any[(1, 15), (1, 17), (2, 10), (2, 22), (3, 10), (3, 14), (4, 6), (4, 7), (5, 12), (5, 25), (6, 23), (7, 24), (8, 17), (8, 21), (9, 11), (9, 18), (11, 18), (12, 13), (13, 19), (14, 20), (15, 23), (16, 19), (16, 25), (20, 24), (21, 22)]"
25,5,210.14707361133642,"Any[(1, 2), (1, 18), (2, 15), (3, 19), (3, 23), (4, 22), (4, 24), (5, 9), (5, 14), (6, 7), (6, 23), (7, 11), (8, 13), (8, 21), (9, 14), (10, 17), (10, 20), (11, 16), (12, 19), (12, 25), (13, 25), (15, 21), (16, 24), (17, 20), (18, 22)]"
25,6,200.56287976196714,"Any[(1, 7), (1, 10), (2, 4), (2, 25), (3, 13), (3, 20), (4, 12), (5, 10), (5, 16), (6, 15), (6, 17), (7, 12), (8, 9), (8, 15), (9, 16), (11, 14), (11, 23), (13, 24), (14, 23), (17, 22), (18, 21), (18, 24), (19, 22), (19, 25), (20, 21)]"
25,7,177.0210307498155,"Any[(1, 19), (1, 21), (2, 6), (2, 13), (3, 10), (3, 12), (4, 15), (4, 23), (5, 15), (5, 23), (6, 13), (7, 9), (7, 18), (8, 20), (8, 25), (9, 18), (10, 11), (11, 20), (12, 16), (14, 22), (14, 24), (16, 17), (17, 25), (19, 21), (22, 24)]"
25,8,205.6159853580663,"Any[(1, 13), (1, 18), (2, 20), (2, 22), (3, 10), (3, 11), (4, 10), (4, 11), (5, 21), (5, 25), (6, 14), (6, 17), (7, 8), (7, 12), (8, 19), (9, 16), (9, 25), (12, 15), (13, 19), (14, 17), (15, 23), (16, 24), (18, 23), (20, 22), (21, 24)]"
25,9,193.06423630419448,"Any[(1, 3), (1, 19), (2, 11), (2, 17), (3, 6), (4, 5), (4, 7), (5, 9), (6, 23), (7, 25), (8, 18), (8, 19), (9, 15), (10, 16), (10, 20), (11, 21), (12, 16), (12, 23), (13, 14), (13, 18), (14, 21), (15, 24), (17, 25), (20, 22), (22, 24)]"
25,10,160.49799791582174,"Any[(1, 9), (1, 20), (2, 14), (2, 17), (3, 5), (3, 25), (4, 10), (4, 23), (5, 25), (6, 13), (6, 18), (7, 11), (7, 16), (8, 19), (8, 23), (9, 20), (10, 22), (11, 16), (12, 21), (12, 24), (13, 18), (14, 17), (15, 19), (15, 22), (21, 24)]"
30,1,258.77916246168866,"Any[(1, 11), (1, 26), (2, 12), (2, 24), (3, 6), (3, 21), (4, 22), (4, 25), (5, 8), (5, 22), (6, 21), (7, 14), (7, 19), (8, 23), (9, 27), (9, 29), (10, 18), (10, 30), (11, 15), (12, 24), (13, 20), (13, 28), (14, 19), (15, 23), (16, 25), (16, 27), (17, 18), (17, 26), (20, 30), (28, 29)]"
30,2,285.90999778878773,"Any[(1, 9), (1, 23), (2, 19), (2, 26), (3, 10), (3, 13), (4, 10), (4, 13), (5, 17), (5, 30), (6, 11), (6, 24), (7, 8), (7, 29), (8, 25), (9, 16), (11, 27), (12, 23), (12, 27), (14, 17), (14, 28), (15, 22), (15, 30), (16, 20), (18, 24), (18, 25), (19, 26), (20, 21), (21, 29), (22, 28)]"
30,3,246.63020952810393,"Any[(1, 2), (1, 5), (2, 28), (3, 7), (3, 11), (4, 7), (4, 11), (5, 24), (6, 21), (6, 22), (8, 15), (8, 25), (9, 13), (9, 14), (10, 20), (10, 23), (12, 24), (12, 29), (13, 26), (14, 29), (15, 25), (16, 17), (16, 30), (17, 30), (18, 19), (18, 23), (19, 28), (20, 27), (21, 22), (26, 27)]"
30,4,237.22787841350078,"Any[(1, 6), (1, 18), (2, 11), (2, 29), (3, 10), (3, 22), (4, 8), (4, 28), (5, 13), (5, 18), (6, 12), (7, 15), (7, 16), (8, 27), (9, 14), (9, 26), (10, 21), (11, 25), (12, 17), (13, 24), (14, 20), (15, 16), (17, 19), (19, 24), (20, 26), (21, 30), (22, 30), (23, 27), (23, 28), (25, 29)]"
30,5,229.67957281382016,"Any[(1, 14), (1, 20), (2, 3), (2, 10), (3, 10), (4, 22), (4, 26), (5, 11), (5, 24), (6, 7), (6, 19), (7, 16), (8, 12), (8, 29), (9, 16), (9, 30), (11, 14), (12, 23), (13, 24), (13, 27), (15, 17), (15, 25), (17, 28), (18, 20), (18, 27), (19, 30), (21, 23), (21, 29), (22, 26), (25, 28)]"
30,6,261.0165783373512,"Any[(1, 4), (1, 12), (2, 5), (2, 19), (3, 14), (3, 18), (4, 6), (5, 17), (6, 11), (7, 14), (7, 26), (8, 20), (8, 21), (9, 11), (9, 23), (10, 13), (10, 29), (12, 29), (13, 28), (15, 23), (15, 27), (16, 22), (16, 24), (17, 25), (18, 22), (19, 26), (20, 21), (24, 27), (25, 30), (28, 30)]"
30,7,273.4077034638272,"Any[(1, 2), (1, 13), (2, 13), (3, 15), (3, 27), (4, 29), (4, 30), (5, 24), (5, 25), (6, 8), (6, 14), (7, 21), (7, 26), (8, 11), (9, 27), (9, 28), (10, 16), (10, 17), (11, 22), (12, 16), (12, 17), (14, 22), (15, 24), (18, 19), (18, 26), (19, 20), (20, 25), (21, 23), (23, 29), (28, 30)]"
30,8,272.57635739984283,"Any[(1, 13), (1, 24), (2, 15), (2, 20), (3, 5), (3, 27), (4, 15), (4, 17), (5, 12), (6, 13), (6, 27), (7, 17), (7, 25), (8, 18), (8, 30), (9, 11), (9, 19), (10, 12), (10, 21), (11, 23), (14, 22), (14, 26), (16, 21), (16, 29), (18, 24), (19, 25), (20, 29), (22, 30), (23, 28), (26, 28)]"
30,9,254.80495191479935,"Any[(1, 15), (1, 28), (2, 13), (2, 26), (3, 18), (3, 27), (4, 8), (4, 16), (5, 21), (5, 23), (6, 14), (6, 20), (7, 19), (7, 26), (8, 16), (9, 10), (9, 11), (10, 21), (11, 23), (12, 18), (12, 30), (13, 25), (14, 20), (15, 25), (17, 24), (17, 30), (19, 29), (22, 24), (22, 27), (28, 29)]"
30,10,240.68330425091457,"Any[(1, 15), (1, 19), (2, 5), (2, 6), (3, 13), (3, 23), (4, 10), (4, 11), (5, 25), (6, 29), (7, 8), (7, 25), (8, 19), (9, 22), (9, 24), (10, 18), (11, 14), (12, 17), (12, 21), (13, 21), (14, 18), (15, 28), (16, 26), (16, 27), (17, 23), (20, 22), (20, 24), (26, 27), (28, 30), (29, 30)]"
35,1,313.70720308616234,"Any[(1, 14), (1, 22), (2, 5), (2, 20), (3, 6), (3, 13), (4, 23), (4, 28), (5, 16), (6, 13), (7, 18), (7, 35), (8, 14), (8, 29), (9, 19), (9, 30), (10, 24), (10, 32), (11, 12), (11, 27), (12, 27), (15, 21), (15, 33), (16, 34), (17, 20), (17, 32), (18, 25), (19, 35), (21, 33), (22, 25), (23, 30), (24, 31), (26, 31), (26, 34), (28, 29)]"
35,2,344.57996572777745,"Any[(1, 3), (1, 28), (2, 4), (2, 23), (3, 9), (4, 11), (5, 17), (5, 35), (6, 9), (6, 33), (7, 22), (7, 34), (8, 25), (8, 27), (10, 19), (10, 32), (11, 28), (12, 21), (12, 29), (13, 20), (13, 22), (14, 17), (14, 19), (15, 26), (15, 30), (16, 20), (16, 23), (18, 25), (18, 27), (21, 29), (24, 31), (24, 32), (26, 31), (30, 33), (34, 35)]"
35,3,290.81255934448654,"Any[(1, 8), (1, 33), (2, 11), (2, 16), (3, 13), (3, 17), (4, 5), (4, 35), (5, 34), (6, 20), (6, 25), (7, 10), (7, 22), (8, 33), (9, 12), (9, 26), (10, 22), (11, 13), (12, 23), (14, 18), (14, 27), (15, 19), (15, 30), (16, 17), (18, 24), (19, 30), (20, 25), (21, 28), (21, 32), (23, 31), (24, 29), (26, 31), (27, 29), (28, 32), (34, 35)]"
35,4,361.2783902649086,"Any[(1, 2), (1, 11), (2, 16), (3, 19), (3, 31), (4, 16), (4, 22), (5, 18), (5, 27), (6, 13), (6, 35), (7, 20), (7, 24), (8, 17), (8, 30), (9, 25), (9, 33), (10, 15), (10, 26), (11, 28), (12, 14), (12, 21), (13, 23), (14, 21), (15, 26), (17, 30), (18, 34), (19, 31), (20, 35), (22, 32), (23, 34), (24, 28), (25, 29), (27, 32), (29, 33)]"
35,5,286.45694590990615,"Any[(1, 18), (1, 22), (2, 24), (2, 35), (3, 6), (3, 33), (4, 16), (4, 26), (5, 12), (5, 30), (6, 9), (7, 13), (7, 17), (8, 15), (8, 22), (9, 15), (10, 32), (10, 33), (11, 16), (11, 21), (12, 30), (13, 17), (14, 27), (14, 31), (18, 35), (19, 20), (19, 28), (20, 34), (21, 23), (23, 26), (24, 25), (25, 29), (27, 31), (28, 32), (29, 34)]"
35,6,349.1312561167671,"Any[(1, 6), (1, 23), (2, 29), (2, 35), (3, 10), (3, 12), (4, 8), (4, 9), (5, 20), (5, 31), (6, 33), (7, 17), (7, 29), (8, 21), (9, 21), (10, 14), (11, 28), (11, 33), (12, 28), (13, 18), (13, 24), (14, 19), (15, 22), (15, 34), (16, 18), (16, 30), (17, 26), (19, 27), (20, 25), (22, 34), (23, 30), (24, 32), (25, 31), (26, 35), (27, 32)]"
35,7,317.8228752237571,"Any[(1, 29), (1, 34), (2, 22), (2, 31), (3, 5), (3, 27), (4, 7), (4, 19), (5, 24), (6, 8), (6, 21), (7, 26), (8, 14), (9, 13), (9, 33), (10, 23), (10, 35), (11, 15), (11, 32), (12, 18), (12, 34), (13, 28), (14, 21), (15, 26), (16, 28), (16, 33), (17, 25), (17, 30), (18, 32), (19, 29), (20, 24), (20, 31), (22, 35), (23, 27), (25, 30)]"
35,8,307.54778875529126,"Any[(1, 16), (1, 29), (2, 18), (2, 31), (3, 5), (3, 11), (4, 9), (4, 14), (5, 32), (6, 8), (6, 22), (7, 17), (7, 35), (8, 22), (9, 33), (10, 12), (10, 20), (11, 23), (12, 20), (13, 25), (13, 34), (14, 17), (15, 23), (15, 30), (16, 32), (18, 31), (19, 25), (19, 34), (21, 26), (21, 28), (24, 26), (24, 28), (27, 29), (27, 33), (30, 35)]"
35,9,297.34735065459785,"Any[(1, 11), (1, 26), (2, 11), (2, 24), (3, 10), (3, 35), (4, 6), (4, 24), (5, 7), (5, 34), (6, 13), (7, 34), (8, 12), (8, 30), (9, 15), (9, 23), (10, 31), (12, 33), (13, 31), (14, 18), (14, 25), (15, 32), (16, 19), (16, 22), (17, 21), (17, 29), (18, 20), (19, 22), (20, 28), (21, 35), (23, 32), (25, 28), (26, 27), (27, 29), (30, 33)]"
35,10,315.8551771896494,"Any[(1, 2), (1, 7), (2, 21), (3, 25), (3, 26), (4, 20), (4, 26), (5, 6), (5, 17), (6, 10), (7, 17), (8, 14), (8, 28), (9, 10), (9, 25), (11, 12), (11, 23), (12, 29), (13, 31), (13, 32), (14, 15), (15, 22), (16, 19), (16, 30), (18, 24), (18, 33), (19, 30), (20, 29), (21, 23), (22, 28), (24, 35), (27, 31), (27, 32), (33, 34), (34, 35)]"
40,1,388.83092688140647,"Any[(1, 14), (1, 37), (2, 15), (2, 34), (3, 31), (3, 34), (4, 7), (4, 29), (5, 21), (5, 35), (6, 12), (6, 27), (7, 16), (8, 12), (8, 20), (9, 32), (9, 35), (10, 21), (10, 40), (11, 13), (11, 17), (13, 20), (14, 31), (15, 22), (16, 23), (17, 26), (18, 28), (18, 39), (19, 24), (19, 36), (22, 37), (23, 26), (24, 38), (25, 27), (25, 32), (28, 38), (29, 33), (30, 39), (30, 40), (33, 36)]"
40,2,389.15768039571725,"Any[(1, 26), (1, 33), (2, 29), (2, 35), (3, 7), (3, 17), (4, 8), (4, 33), (5, 13), (5, 15), (6, 7), (6, 19), (8, 18), (9, 10), (9, 13), (10, 14), (11, 24), (11, 25), (12, 23), (12, 27), (14, 28), (15, 19), (16, 37), (16, 39), (17, 21), (18, 32), (20, 28), (20, 30), (21, 37), (22, 38), (22, 40), (23, 27), (24, 25), (26, 34), (29, 35), (30, 36), (31, 34), (31, 39), (32, 36), (38, 40)]"
40,3,402.2989462769487,"Any[(1, 13), (1, 38), (2, 26), (2, 27), (3, 25), (3, 34), (4, 10), (4, 18), (5, 39), (5, 40), (6, 15), (6, 28), (7, 19), (7, 35), (8, 16), (8, 33), (9, 24), (9, 37), (10, 37), (11, 21), (11, 29), (12, 14), (12, 35), (13, 38), (14, 21), (15, 30), (16, 33), (17, 22), (17, 32), (18, 23), (19, 34), (20, 31), (20, 36), (22, 32), (23, 24), (25, 29), (26, 27), (28, 40), (30, 39), (31, 36)]"
40,4,417.98945743615224,"Any[(1, 4), (1, 36), (2, 37), (2, 40), (3, 6), (3, 15), (4, 36), (5, 14), (5, 19), (6, 15), (7, 11), (7, 30), (8, 25), (8, 28), (9, 12), (9, 34), (10, 26), (10, 40), (11, 29), (12, 34), (13, 31), (13, 38), (14, 18), (16, 32), (16, 35), (17, 22), (17, 29), (18, 39), (19, 24), (20, 26), (20, 27), (21, 25), (21, 33), (22, 37), (23, 24), (23, 33), (27, 28), (30, 39), (31, 38), (32, 35)]"
40,5,391.857931647125,"Any[(1, 18), (1, 34), (2, 20), (2, 37), (3, 33), (3, 39), (4, 28), (4, 38), (5, 18), (5, 30), (6, 14), (6, 30), (7, 25), (7, 27), (8, 11), (8, 29), (9, 13), (9, 40), (10, 19), (10, 21), (11, 19), (12, 14), (12, 16), (13, 26), (15, 17), (15, 38), (16, 17), (20, 37), (21, 23), (22, 29), (22, 36), (23, 34), (24, 33), (24, 40), (25, 31), (26, 28), (27, 32), (31, 39), (32, 35), (35, 36)]"
40,6,365.83205293479284,"Any[(1, 9), (1, 28), (2, 3), (2, 10), (3, 21), (4, 24), (4, 31), (5, 22), (5, 34), (6, 7), (6, 18), (7, 39), (8, 16), (8, 36), (9, 38), (10, 21), (11, 27), (11, 40), (12, 17), (12, 24), (13, 25), (13, 33), (14, 19), (14, 37), (15, 32), (15, 40), (16, 26), (17, 31), (18, 39), (19, 30), (20, 23), (20, 29), (22, 35), (23, 29), (25, 33), (26, 36), (27, 32), (28, 38), (30, 37), (34, 35)]"
40,7,399.6293071280885,"Any[(1, 2), (1, 9), (2, 30), (3, 14), (3, 25), (4, 5), (4, 28), (5, 28), (6, 26), (6, 31), (7, 26), (7, 29), (8, 15), (8, 40), (9, 30), (10, 39), (10, 40), (11, 24), (11, 35), (12, 23), (12, 36), (13, 16), (13, 31), (14, 18), (15, 39), (16, 22), (17, 19), (17, 33), (18, 25), (19, 34), (20, 22), (20, 37), (21, 32), (21, 35), (23, 27), (24, 32), (27, 36), (29, 38), (33, 34), (37, 38)]"
40,8,389.228809653141,"Any[(1, 4), (1, 24), (2, 9), (2, 33), (3, 15), (3, 29), (4, 24), (5, 31), (5, 35), (6, 13), (6, 25), (7, 17), (7, 27), (8, 21), (8, 39), (9, 28), (10, 15), (10, 29), (11, 18), (11, 20), (12, 16), (12, 38), (13, 25), (14, 17), (14, 27), (16, 38), (18, 20), (19, 30), (19, 40), (21, 39), (22, 31), (22, 36), (23, 32), (23, 37), (26, 35), (26, 36), (28, 33), (30, 40), (32, 34), (34, 37)]"
40,9,383.808193661657,"Any[(1, 25), (1, 39), (2, 20), (2, 26), (3, 15), (3, 17), (4, 31), (4, 37), (5, 10), (5, 23), (6, 8), (6, 28), (7, 27), (7, 28), (8, 19), (9, 11), (9, 39), (10, 13), (11, 35), (12, 17), (12, 22), (13, 23), (14, 33), (14, 36), (15, 18), (16, 34), (16, 40), (18, 30), (19, 27), (20, 26), (21, 32), (21, 33), (22, 32), (24, 29), (24, 38), (25, 35), (29, 38), (30, 36), (31, 37), (34, 40)]"
40,10,380.25259679408794,"Any[(1, 3), (1, 6), (2, 8), (2, 20), (3, 9), (4, 17), (4, 37), (5, 28), (5, 29), (6, 33), (7, 14), (7, 39), (8, 20), (9, 30), (10, 23), (10, 38), (11, 13), (11, 27), (12, 30), (12, 36), (13, 27), (14, 26), (15, 22), (15, 32), (16, 18), (16, 25), (17, 37), (18, 40), (19, 21), (19, 31), (21, 31), (22, 32), (23, 38), (24, 34), (24, 35), (25, 40), (26, 29), (28, 36), (33, 35), (34, 39)]"
45,1,495.29974675288446,"Any[(1, 13), (1, 35), (2, 17), (2, 41), (3, 25), (3, 29), (4, 39), (4, 43), (5, 18), (5, 44), (6, 33), (6, 45), (7, 10), (7, 42), (8, 21), (8, 40), (9, 17), (9, 42), (10, 15), (11, 16), (11, 24), (12, 14), (12, 23), (13, 32), (14, 36), (15, 25), (16, 28), (18, 23), (19, 34), (19, 37), (20, 37), (20, 38), (21, 31), (22, 32), (22, 44), (24, 29), (26, 27), (26, 33), (27, 45), (28, 36), (30, 35), (30, 41), (31, 40), (34, 38), (39, 43)]"
45,2,475.4641664473039,"Any[(1, 8), (1, 11), (2, 7), (2, 11), (3, 13), (3, 18), (4, 16), (4, 19), (5, 9), (5, 45), (6, 7), (6, 21), (8, 24), (9, 38), (10, 34), (10, 42), (12, 33), (12, 36), (13, 41), (14, 30), (14, 43), (15, 25), (15, 44), (16, 23), (17, 34), (17, 44), (18, 45), (19, 36), (20, 29), (20, 32), (21, 26), (22, 31), (22, 37), (23, 26), (24, 27), (25, 39), (27, 41), (28, 35), (28, 42), (29, 40), (30, 43), (31, 37), (32, 35), (33, 40), (38, 39)]"
45,3,542.153469556501,"Any[(1, 14), (1, 37), (2, 20), (2, 45), (3, 34), (3, 41), (4, 17), (4, 32), (5, 18), (5, 30), (6, 13), (6, 24), (7, 31), (7, 35), (8, 17), (8, 20), (9, 13), (9, 24), (10, 16), (10, 22), (11, 26), (11, 42), (12, 14), (12, 29), (15, 19), (15, 27), (16, 36), (18, 22), (19, 42), (21, 26), (21, 43), (23, 38), (23, 40), (25, 37), (25, 44), (27, 39), (28, 38), (28, 40), (29, 33), (30, 39), (31, 32), (33, 44), (34, 45), (35, 36), (41, 43)]"
45,4,434.11346403159314,"Any[(1, 14), (1, 39), (2, 10), (2, 15), (3, 17), (3, 42), (4, 38), (4, 44), (5, 25), (5, 37), (6, 10), (6, 21), (7, 27), (7, 33), (8, 16), (8, 39), (9, 16), (9, 21), (11, 26), (11, 45), (12, 37), (12, 40), (13, 14), (13, 45), (15, 31), (17, 22), (18, 23), (18, 35), (19, 26), (19, 28), (20, 33), (20, 36), (22, 24), (23, 35), (24, 41), (25, 34), (27, 36), (28, 41), (29, 38), (29, 43), (30, 32), (30, 34), (31, 40), (32, 43), (42, 44)]"
45,5,491.2552427136551,"Any[(1, 2), (1, 14), (2, 32), (3, 5), (3, 15), (4, 28), (4, 36), (5, 38), (6, 25), (6, 30), (7, 8), (7, 37), (8, 16), (9, 11), (9, 17), (10, 23), (10, 40), (11, 17), (12, 38), (12, 44), (13, 27), (13, 45), (14, 22), (15, 44), (16, 39), (18, 19), (18, 22), (19, 39), (20, 21), (20, 36), (21, 31), (23, 33), (24, 28), (24, 42), (25, 34), (26, 27), (26, 45), (29, 37), (29, 40), (30, 34), (31, 32), (33, 42), (35, 41), (35, 43), (41, 43)]"
45,6,467.46614952317026,"Any[(1, 3), (1, 16), (2, 19), (2, 45), (3, 13), (4, 18), (4, 38), (5, 14), (5, 17), (6, 27), (6, 31), (7, 34), (7, 39), (8, 23), (8, 41), (9, 15), (9, 40), (10, 28), (10, 35), (11, 26), (11, 28), (12, 29), (12, 43), (13, 40), (14, 17), (15, 16), (18, 42), (19, 30), (20, 32), (20, 37), (21, 25), (21, 44), (22, 36), (22, 39), (23, 41), (24, 27), (24, 31), (25, 44), (26, 35), (29, 43), (30, 33), (32, 37), (33, 45), (34, 36), (38, 42)]"
45,7,465.22467204793753,"Any[(1, 20), (1, 42), (2, 9), (2, 28), (3, 42), (3, 43), (4, 16), (4, 41), (5, 22), (5, 23), (6, 27), (6, 29), (7, 13), (7, 28), (8, 12), (8, 24), (9, 45), (10, 15), (10, 30), (11, 18), (11, 39), (12, 24), (13, 23), (14, 33), (14, 44), (15, 30), (16, 34), (17, 31), (17, 43), (18, 36), (19, 22), (19, 26), (20, 38), (21, 35), (21, 45), (25, 36), (25, 39), (26, 32), (27, 40), (29, 37), (31, 35), (32, 38), (33, 44), (34, 41), (37, 40)]"
